"","n1","Freq"
"48481","mandated",11
"48631","manor",11
"48658","mantra",11
"48664","manuel",11
"48667","manufactured",11
"48838","margins",11
"48942","marketplace",11
"49031","marrying",11
"49195","massacre",11
"49506","mayhem",11
"49573","mc",11
"49715","mcgee",11
"49953","measurements",11
"50121","meetup",11
"50125","meg",11
"50173","meh",11
"50307","memorabilia",11
"50361","menendez",11
"50401","mentality",11
"50937","midday",11
"51041","midway",11
"51262","milton",11
"51433","minn",11
"51451","minorities",11
"51497","miraculous",11
"51655","missiles",11
"51680","missouris",11
"51732","mitch",11
"51942","mod",11
"52050","mohammed",11
"52093","mojo",11
"52517","moreover",11
"52745","motivates",11
"52820","mounting",11
"53297","mummy",11
"53324","munich",11
"53373","murky",11
"53540","mutually",11
"53870","naomi",11
"54048","nats",11
"54075","naughty",11
"54099","navigating",11
"54245","neatly",11
"54321","needy",11
"54350","negotiation",11
"54406","nemesis",11
"54759","nexus",11
"54784","nfls",11
"55063","nineteen",11
"55487","nonpartisan",11
"55622","norfolk",11
"56079","numb",11
"56136","nurture",11
"56144","nut",11
"56283","oaks",11
"56303","oatmeal",11
"56350","objected",11
"56432","observing",11
"56640","odyssey",11
"56817","og",11
"57005","oldfashioned",11
"57096","omalley",11
"57422","onstage",11
"57879","ornament",11
"58114","outage",11
"58149","outfield",11
"58188","outlined",11
"58243","outpouring",11
"58262","outscored",11
"58386","overdose",11
"58394","overdue",11
"58520","oversees",11
"58636","owl",11
"58685","oxygen",11
"58792","padres",11
"58927","palestine",11
"59174","para",11
"59256","parchment",11
"59302","parishioners",11
"59352","parmesan",11
"59501","passaic",11
"59528","passions",11
"59672","patron",11
"59738","pavement",11
"59935","pecan",11
"60039","peggy",11
"60120","peninsula",11
"60897","photographed",11
"60900","photographic",11
"60917","photoshoot",11
"60948","phyllis",11
"61116","pies",11
"61308","pints",11
"61524","plainfield",11
"61709","plead",11
"61845","plunged",11
"61981","poignant",11
"62603","posture",11
"62632","potluck",11
"62800","prank",11
"62837","preacher",11
"62876","precinct",11
"62935","predictions",11
"63285","prez",11
"63523","proceeding",11
"63616","professors",11
"63922","protects",11
"63976","proverbs",11
"63981","providence",11
"64228","pueblo",11
"64237","puff",11
"64384","puppet",11
"64679","quake",11
"64946","quo",11
"64967","quoting",11
"65061","racks",11
"65207","rails",11
"65226","rained",11
"65368","rand",11
"65473","rappers",11
"65578","rationale",11
"65600","rattle",11
"65601","rattled",11
"65843","realism",11
"66035","recap",11
"66170","recommending",11
"66586","refusal",11
"66596","regained",11
"66819","reiterated",11
"66919","reliance",11
"66961","relocate",11
"66962","relocated",11
"67000","remedy",11
"67054","remotely",11
"67078","renamed",11
"67108","renewable",11
"67124","reno",11
"67143","rentals",11
"67591","restoring",11
"67597","restraint",11
"67607","restroom",11
"67666","retention",11
"68084","rico",11
"68091","ridden",11
"68125","ridiculously",11
"68188","rightly",11
"68358","rituals",11
"68557","robots",11
"68561","robust",11
"69346","rug",11
"69684","sachs",11
"69780","sag",11
"69833","sailors",11
"69921","salisbury",11
"70003","samantha",11
"70050","sampler",11
"70085","sanctions",11
"70185","sans",11
"70269","sarcastic",11
"70305","sasha",11
"70417","saute",11
"70466","savvy",11
"70552","scallop",11
"70585","scanning",11
"70612","scares",11
"70995","scooter",11
"71247","sculptures",11
"71357","seas",11
"71459","secondly",11
"71511","securing",11
"71613","segments",11
"71792","selfpublishing",11
"72007","sentimental",11
"72023","separating",11
"72195","setback",11
"72262","severance",11
"72299","sexiest",11
"72315","sexuality",11
"72426","shaken",11
"72849","shin",11
"72930","shits",11
"73167","showalter",11
"73275","shrubs",11
"73280","sht",11
"73415","sidelines",11
"73609","similarities",11
"73985","skate",11
"74271","slaw",11
"74277","slaying",11
"74331","sleeves",11
"74718","smoky",11
"74831","sneaking",11
"74833","sneaky",11
"75000","soaring",11
"75304","somerset",11
"75521","sorted",11
"75544","soto",11
"75889","specially",11
"75948","speechless",11
"75995","spells",11
"76040","spiderman",11
"76129","spiritually",11
"76230","sponsorship",11
"76233","spontaneous",11
"76339","spreads",11
"76521","sri",11
"76548","ssm",11
"76562","stabbing",11
"76591","stacks",11
"76600","stadiums",11
"76626","staggering",11
"76627","staging",11
"76661","stale",11
"76729","standardized",11
"76811","stares",11
"76943","statistic",11
"77009","steaks",11
"77480","stooges",11
"77552","stormy",11
"77828","striving",11
"78307","suffice",11
"78359","suicidal",11
"78721","supplement",11
"78812","surgical",11
"78973","sveum",11
"78981","sw",11
"79075","sweatshirt",11
"79090","sweeney",11
"79131","swell",11
"79302","sympathy",11
"79360","synthetic",11
"79458","tackling",11
"79557","taiwan",11
"80037","tbs",11
"80065","tds",11
"80222","technological",11
"80452","tended",11
"80720","texans",11
"80779","thailand",11
"81258","thighs",11
"81339","thinkin",11
"81498","thornton",11
"81702","throwback",11
"81887","tiffany",11
"82004","timely",11
"82049","timid",11
"82252","tmrw",11
"82263","tnt",11
"82554","toni",11
"82792","tortured",11
"82836","tote",11
"83192","transcripts",11
"83212","transforming",11
"83268","transported",11
"83716","trooper",11
"83870","trusty",11
"84105","tupac",11
"84137","turk",11
"84234","tutoring",11
"84271","tweak",11
"84533","twostory",11
"84647","tyson",11
"84971","unbelievably",11
"85130","undercover",11
"85137","underestimate",11
"85168","undermine",11
"85216","understatement",11
"85336","unexpectedly",11
"85648","unpleasant",11
"85692","unrealistic",11
"85862","unusually",11
"86098","urgent",11
"86300","utter",11
"86618","varsity",11
"86650","vatican",11
"86662","vault",11
"86689","ve",11
"86796","venezuela",11
"87233","vines",11
"87236","vineyards",11
"87551","voluntarily",11
"87556","volunteering",11
"87717","wacky",11
"87941","walton",11
"87956","wand",11
"87976","wang",11
"88214","watchin",11
"88500","weary",11
"88528","weaving",11
"88837","wellness",11
"89040","westwood",11
"89198","wheeler",11
"89302","whipping",11
"89393","whitman",11
"89456","whoop",11
"90179","wolfe",11
"90603","wouldbe",11
"90838","wth",11
"90897","wwe",11
"91498","yang",11
"91503","yankee",11
"91822","yippee",11
"92142","yuck",11
"92525","zoning",11
"92561","zuckerberg",11
"404","accelerate",10
"509","accumulated",10
"678","activism",10
"763","addison",10
"862","administer",10
"961","adrienne",10
"1037","advisors",10
"1044","advocating",10
"1082","aerosmith",10
"1165","afloat",10
"1224","afternoons",10
"1423","ahem",10
"1674","alameda",10
"1814","ales",10
"2017","alleys",10
"2036","allied",10
"2115","allstars",10
"2385","amaze",10
"2404","amazoncom",10
"2604","ample",10
"2635","amusing",10
"2917","anime",10
"2953","annapolis",10
"2991","annoy",10
"3134","anticipate",10
"3151","antics",10
"3324","anyones",10
"3594","approx",10
"3603","apr",10
"3613","apron",10
"3723","archery",10
"3851","arises",10
"4006","arrogance",10
"4364","assessed",10
"4414","assortment",10
"4486","asu",10
"4766","auditors",10
"4903","autistic",10
"4917","autograph",10
"4936","automobile",10
"5066","awaits",10
"5083","awardwinning",10
"5317","babysitting",10
"5334","bach",10
"5416","backpack",10
"5543","bagels",10
"5777","balsamic",10
"5877","bangs",10
"5931","banter",10
"6141","barrels",10
"6177","bart",10
"6313","bates",10
"6892","beginners",10
"6913","behaved",10
"6961","bein",10
"7049","belle",10
"7052","belleville",10
"7330","bersih",10
"7493","betting",10
"7591","biased",10
"7633","bidders",10
"7857","bins",10
"8051","biting",10
"8208","blade",10
"8287","blasts",10
"8288","blatant",10
"8393","bling",10
"8404","blissful",10
"8610","blueprint",10
"8689","bn",10
"8929","bolster",10
"9222","bore",10
"9229","boredom",10
"9386","bottoms",10
"9539","boycott",10
"9637","brag",10
"9747","bras",10
"9758","brat",10
"10035","bridesmaids",10
"10047","bridgeton",10
"10081","brightest",10
"10085","brightly",10
"10142","bristol",10
"10344","brow",10
"10627","budweiser",10
"10721","bulbs",10
"10873","bureaucracy",10
"10969","burrito",10
"10970","burritos",10
"11056","bustling",10
"11175","buzzing",10
"11327","cactus",10
"11349","caesar",10
"11439","calcium",10
"11652","campaigned",10
"11794","cane",10
"11908","capability",10
"11941","capitalist",10
"12357","cartridge",10
"12373","carving",10
"12443","cashstrapped",10
"12476","cassie",10
"12523","casually",10
"12648","caucus",10
"12649","caucuses",10
"12657","cauliflower",10
"13014","cerebral",10
"13112","chagrin",10
"13254","chant",10
"13404","chaser",10
"13529","cheerful",10
"13554","cheeses",10
"13590","cheltenham",10
"13794","childish",10
"14009","chopping",10
"14290","cinematic",10
"14327","circling",10
"14495","clams",10
"14521","clarification",10
"14993","clueless",10
"15109","coarse",10
"15118","coaster",10
"15150","cobb",10
"15363","coincide",10
"15406","colder",10
"15660","combos",10
"15846","commonwealth",10
"15913","comparable",10
"15932","compassionate",10
"15954","competent",10
"16023","complimented",10
"16069","compromised",10
"16253","cone",10
"16257","cones",10
"16324","conflicting",10
"16439","conquered",10
"16606","consultation",10
"16629","cont",10
"16632","contacting",10
"16676","contestant",10
"16718","contraception",10
"16724","contracting",10
"16835","convey",10
"16949","coordinating",10
"16974","copic",10
"17146","corona",10
"17176","corrected",10
"17202","corridor",10
"17288","costco",10
"17298","costing",10
"17445","countryside",10
"17700","crafters",10
"17741","cranberry",10
"17743","crane",10
"17751","cranky",10
"18085","criticize",10
"18295","crumb",10
"18297","crumbled",10
"18423","cuba",10
"18429","cube",10
"18602","curled",10
"18790","cv",10
"18817","cyber",10
"18827","cyberspace",10
"18860","cynical",10
"18872","cyrus",10
"19069","damp",10
"19221","daring",10
"19383","davids",10
"19901","dee",10
"19995","defenseman",10
"20034","definitions",10
"20035","definitive",10
"20313","demise",10
"20347","demolition",10
"20476","depart",10
"20518","deployed",10
"20646","descendants",10
"20779","destinations",10
"20807","detailing",10
"20964","devoid",10
"20977","devotion",10
"20998","dewine",10
"21095","diamondbacks",10
"21128","dice",10
"21238","diets",10
"21379","diminished",10
"21475","diplomats",10
"21488","dire",10
"21562","disappearing",10
"21587","disasters",10
"21741","dishwasher",10
"21778","dismiss",10
"21843","disposable",10
"21857","disputes",10
"21871","disrespectful",10
"21881","disruptive",10
"21965","distraught",10
"22043","dividend",10
"22203","docs",10
"22224","documentation",10
"22380","dolphin",10
"22499","dont",10
"22673","doubledigit",10
"22839","doyle",10
"22881","dragged",10
"23035","dresser",10
"23187","drought",10
"23191","drowned",10
"23328","dubai",10
"23347","dubstep",10
"23530","dunn",10
"23848","earthquakes",10
"23853","earthy",10
"23946","eb",10
"23999","echoed",10
"24173","edu",10
"24201","edwin",10
"24226","eerie",10
"24501","electoral",10
"24572","elf",10
"24669","ellison",10
"24810","ember",10
"24835","embracing",10
"24955","emperor",10
"25120","endings",10
"25162","enduring",10
"25169","energetic",10
"25219","engineered",10
"25435","entrepreneurship",10
"25528","epidemic",10
"25645","ereaders",10
"25658","erica",10
"25876","estates",10
"25877","esteem",10
"26273","ew",10
"26344","exceed",10
"26407","excluded",10
"26451","exempt",10
"26693","exposition",10
"26723","exquisite",10
"26812","extremes",10
"26856","eyed",10
"27237","famine",10
"27388","farmhouse",10
"27721","feather",10
"27894","felton",10
"27994","ferris",10
"28036","feta",10
"28071","fewest",10
"28085","fg",10
"28326","fin",10
"28559","firstever",10
"28651","fists",10
"28654","fitch",10
"28985","flickr",10
"29027","flips",10
"29067","flooded",10
"29088","flop",10
"29200","flush",10
"29394","fondly",10
"29449","fooled",10
"29561","foreclosures",10
"29841","fourday",10
"29873","fourteen",10
"30130","freddy",10
"30600","ftw",10
"30745","fumble",10
"30760","functional",10
"31253","gangster",10
"31329","garment",10
"31353","garrison",10
"31392","gasp",10
"31442","gators",10
"31540","geared",10
"31543","gears",10
"31662","genesis",10
"31663","genetic",10
"31706","gentiles",10
"31865","gestures",10
"31872","getaway",10
"32016","giffords",10
"32040","gigantic",10
"32041","giggle",10
"32229","giveaways",10
"32282","glanced",10
"32459","glued",10
"32681","goggles",10
"33159","graciously",10
"33252","grandfathers",10
"33313","grapefruit",10
"33378","gravel",10
"33604","greys",10
"33630","griffith",10
"33699","gritty",10
"33962","guarantees",10
"34217","guts",10
"34284","gypsy",10
"34500","hairs",10
"34519","hal",10
"34675","halves",10
"34861","handwriting",10
"34883","hangout",10
"34964","happiest",10
"35087","hardy",10
"35141","harness",10
"35295","hassle",10
"35372","haunt",10
"35480","hazard",10
"35858","hehehe",10
"36003","hem",10
"36008","hemisphere",10
"36305","heyy",10
"36372","hideous",10
"36511","hightech",10
"37071","holtz",10
"37197","homosexual",10
"37232","honeymoon",10
"37412","horny",10
"37424","horrified",10
"37556","hotter",10
"37702","hq",10
"37954","humid",10
"38126","hustle",10
"38163","hwy",10
"38279","hysterical",10
"38422","icy",10
"38442","ideally",10
"38460","identifies",10
"38463","identities",10
"38668","ikea",10
"38930","imo",10
"38942","impaired",10
"39010","implementing",10
"39016","implication",10
"39022","implies",10
"39208","incarceration",10
"39233","incidentally",10
"39463","indulge",10
"39503","inequality",10
"39516","inexpensive",10
"39518","inexperienced",10
"39569","infinite",10
"39710","inherit",10
"39713","inherited",10
"39861","inquiries",10
"39887","insecurity",10
"39914","insightful",10
"39940","insomnia",10
"40033","instructional",10
"40129","intentional",10
"40138","interacting",10
"40435","invent",10
"40691","irritating",10
"40928","iti",10
"41120","jacks",10
"41429","jb",10
"41492","jeez",10
"41569","jensen",10
"41609","jerome",10
"41826","jo",10
"41932","johnston",10
"42184","judiciary",10
"42309","junkie",10
"42330","jurisdiction",10
"42337","juror",10
"42635","karate",10
"42694","kasichs",10
"43044","kerr",10
"43190","kickass",10
"43347","kimmel",10
"43748","knowledgeable",10
"43866","komen",10
"44086","kristin",10
"44458","ladys",10
"44465","lafayette",10
"44701","landscaping",10
"44715","lang",10
"44902","lastly",10
"45054","laurie",10
"45179","layup",10
"45267","leaked",10
"45352","lectures",10
"45364","ledge",10
"45384","lees",10
"45480","lego",10
"45519","leigh",10
"45606","lenny",10
"45780","leverage",10
"45876","liars",10
"45959","licking",10
"46072","lifts",10
"46206","limb",10
"46211","limbs",10
"46289","linebackers",10
"46298","linemen",10
"46351","linky",10
"46470","literal",10
"46500","litter",10
"46566","livestock",10
"46699","lobbied",10
"46706","lobbyists",10
"46711","lobos",10
"46772","locking",10
"46996","longheld",10
"47021","longrunning",10
"47075","looms",10
"47094","loops",10
"47473","ls",10
"47475","lsd",10
"47640","lump",10
"48157","mahone",10
"48591","mankind",10
"48783","marco",10
"48861","maricopa",10
"48934","marketed",10
"49049","marshmallows",10
"49060","mart",10
"49108","marvelous",10
"49116","marx",10
"49232","mastered",10
"49311","mathematics",10
"49401","maturity",10
"49499","mayes",10
"49554","mba",10
"49770","mckenna",10
"49887","meadowlands",10
"49958","meatballs",10
